l_mean,l_std,t_mean,t_std,count,class
1506.8,101.82337649086287,0.00060205483556392803,0.00085501613032086326,1,1
1514.0,0.0,0.00051872814120958795,0.00035570224669510462,0,1
1514.0,0.0,0.00053181001289406013,0.00038463646184553002,0,1
1514.0,0.0,0.00052906999635936032,0.00036572265331782401,0,1
1514.0,0.0,0.00054521536707279072,0.00044106643633424553,0,1
1514.0,0.0,0.00051847774179736576,0.00032949434173558384,0,1
1514.0,0.0,0.00054766904169590625,0.00035027391331059161,0,1
1514.0,0.0,0.00053065865483116264,0.00035846659134349527,0,1
1514.0,0.0,0.00054105442372997799,0.00036304345446080413,0,1
1514.0,0.0,0.00055258837177525816,0.00054361302089010711,0,1
1514.0,0.0,0.00058587472043444768,0.00064837488942652078,0,1
1514.0,0.0,0.00052306999513252296,0.00033325910934181065,0,1
1514.0,0.0,0.00059530603226704817,0.00060401677251980472,0,1
1514.0,0.0,0.00052659715240325165,0.00032849428273006568,0,1
1514.0,0.0,0.00055610474629617815,0.00046211480014102675,0,1
1514.0,0.0,0.00054127127680946236,0.00040712386799407154,0,1
1514.0,0.0,0.00062526650165193644,0.00069036783795471137,0,1
1514.0,0.0,0.0005288040218640812,0.00030772593072136837,0,1
1514.0,0.0,0.00059402528120644732,0.00059344757718556354,0,1
1514.0,0.0,0.00052168381274046011,0.00031564046340010231,0,1
1514.0,0.0,0.00058180842567328835,0.00056233792897675326,0,1
1514.0,0.0,0.0006575632334953576,0.00044386402514007072,0,1
1514.0,0.0,0.00059614109633555966,0.00057012497860118379,0,1
1514.0,0.0,0.00053895418368392258,0.00035485291931479086,0,1
1514.0,0.0,0.00063014988923192625,0.00067809323973084276,0,1
1514.0,0.0,0.0006397537250614646,0.00071125031242050328,0,1
1514.0,0.0,0.00053921177159601717,0.00034217021850888599,0,1
1514.0,0.0,0.00053613988598387441,0.00036746399425802113,0,1
1514.0,0.0,0.00054722694895375319,0.00041936980571469055,0,1
1514.0,0.0,0.00053769859237287512,0.00040713986546743458,0,1
1514.0,0.0,0.00058597895368259754,0.0005759729786171178,0,1
1514.0,0.0,0.00052336232746066761,0.00031397886237414916,0,1
1514.0,0.0,0.00057631641177076788,0.00050426128268033573,0,1
1514.0,0.0,0.00054569939273086624,0.00035690250922146434,0,1
1514.0,0.0,0.00056082878879566288,0.00046198478227742044,0,1
1514.0,0.0,0.00056409596198767271,0.00051998641363553441,0,1
1514.0,0.0,0.00053121097123802604,0.0003160120938062082,0,1
1514.0,0.0,0.00057501529329386186,0.00057047946907406533,0,1
1514.0,0.0,0.00052511512334622325,0.00032442640654421453,0,1
1514.0,0.0,0.00055568302097033014,0.00049675149747012578,0,1
1514.0,0.0,0.00055790905976415282,0.0004907403513505226,0,1
1514.0,0.0,0.00059296497747526693,0.00050259184211878197,0,1
1514.0,0.0,0.00054966385041049976,0.00045336147635344974,0,1
1514.0,0.0,0.00052348213579187441,0.00030461897629027339,0,1
1514.0,0.0,0.00058155802626106605,0.00056407748170564701,0,1
1514.0,0.0,0.00056078925204636459,0.00038682940803188166,0,1
1514.0,0.0,0.0005725280723380084,0.00056244345888880069,0,1
1514.0,0.0,0.00053868341685539512,0.00041818869274748129,0,1
1514.0,0.0,0.00058236074208015175,0.00057803355134333897,0,1
1514.0,0.0,0.00051862750221137429,0.00030296060221679782,0,1
1514.0,0.0,0.00055046656622958546,0.00046020210940133174,0,1
1514.0,0.0,0.00054834715685053682,0.00046190224168722772,0,1
1514.0,0.0,0.00056882839107034197,0.00052386151488011644,0,1
1514.0,0.0,0.00055585314880064382,0.00043875299117377981,0,1
1514.0,0.0,0.00056253246326542377,0.0004848404073753824,0,1
1514.0,0.0,0.00055438669482667246,0.00043005580206223113,0,1
1514.0,0.0,0.00059305962605692034,0.00060602626391221865,0,1
1514.0,0.0,0.00052390865345097065,0.00030865607823125831,0,1
1514.0,0.0,0.00053487471000633049,0.00035314477079986204,0,1
1514.0,0.0,0.00054934635833280173,0.0004563677964600353,0,1
1514.0,0.0,0.00055056840331111126,0.00041129443177858135,0,1
1514.0,0.0,0.000549105543587076,0.00043875186833388047,0,1
1514.0,0.0,0.00054688429712650166,0.00041316035680109793,0,1
1514.0,0.0,0.00057325051657518549,0.00050135499000034827,0,1
1514.0,0.0,0.00052425010719491015,0.00032274089567220206,0,1
